SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_1370	PMC4327187.nxml.gz_101	15908 15915	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1371	PMC4327187.nxml.gz_103	16497 16504	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1372	PMC4327187.nxml.gz_104	16700 16707	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1373	PMC4327187.nxml.gz_128	21318 21326	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1374	PMC4327187.nxml.gz_132	22109 22116	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1375	PMC4327187.nxml.gz_132	22165 22173	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1376	PMC4327187.nxml.gz_137	24706 24713	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1377	PMC4327187.nxml.gz_139	25253 25261	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1378	PMC4327187.nxml.gz_158	29652 29659	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1379	PMC4327187.nxml.gz_159	29762 29770	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1380	PMC4327187.nxml.gz_165	30824 30832	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1381	PMC4327187.nxml.gz_174	32016 32024	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1382	PMC4327187.nxml.gz_182	33232 33239	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1383	PMC4327187.nxml.gz_182	33258 33265	message	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1384	PMC4327187.nxml.gz_183	33392 33400	messages	SO_crf_model_full_5cv_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_1386	PMC4352710.nxml.gz_8	1035 1041	genome	SO_crf_model_full_5cv_local_PMC4352710.nxml.gz
SO_2021_10_26_Instance_1387	PMC4352710.nxml.gz_15	2177 2181	gene	SO_crf_model_full_5cv_local_PMC4352710.nxml.gz
SO_2021_10_26_Instance_1389	PMC4377896.nxml.gz_82	18589 18596	domains	SO_crf_model_full_5cv_local_PMC4377896.nxml.gz
SO_2021_10_26_Instance_1393	PMC4488777.nxml.gz_70	10712 10716	gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1394	PMC4488777.nxml.gz_75	11332 11336	gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1395	PMC4488777.nxml.gz_75	11399 11405;11406 11416;11417 11430	single nucleotide polymorphisms	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1396	PMC4488777.nxml.gz_76	11469 11473	Gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1397	PMC4488777.nxml.gz_76	11538 11542	gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1398	PMC4488777.nxml.gz_135	18975 18979	gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1399	PMC4488777.nxml.gz_158	22180 22184	gene	SO_crf_model_full_5cv_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_1405	PMC4683322.nxml.gz_0	76 77;77 78;78 81	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1406	PMC4683322.nxml.gz_0	288 293	genes	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1407	PMC4683322.nxml.gz_0	452 457	genes	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1408	PMC4683322.nxml.gz_1	663 664;664 665;665 668	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1409	PMC4683322.nxml.gz_7	1211 1212;1212 1213;1213 1216	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1410	PMC4683322.nxml.gz_8	1940 1945	genes	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1411	PMC4683322.nxml.gz_15	2989 2994	genes	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1412	PMC4683322.nxml.gz_17	3138 3139;3139 3140;3140 3143	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1413	PMC4683322.nxml.gz_17	3150 3154	gene	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1414	PMC4683322.nxml.gz_21	3548 3555;3556 3561	binding sites	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1415	PMC4683322.nxml.gz_21	3569 3570;3570 3571;3571 3574	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1416	PMC4683322.nxml.gz_24	3840 3844;3844 3845;3845 3846;3847 3851	poly - A tail	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1417	PMC4683322.nxml.gz_24	3875 3885	transcript	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1418	PMC4683322.nxml.gz_28	4398 4402	gene	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1419	PMC4683322.nxml.gz_28	4412 4419	primers	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1420	PMC4683322.nxml.gz_29	4520 4524;4524 4525	poly -	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1421	PMC4683322.nxml.gz_33	5127 5134	primers	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1422	PMC4683322.nxml.gz_34	5357 5361	gene	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1423	PMC4683322.nxml.gz_36	5514 5520	primer	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1424	PMC4683322.nxml.gz_38	5783 5784;5784 5785;5785 5788	3 ′ UTR	SO_crf_model_full_5cv_local_PMC4683322.nxml.gz
SO_2021_10_26_Instance_1427	PMC4859539.nxml.gz_11	2215 2220	helix	SO_crf_model_full_5cv_local_PMC4859539.nxml.gz
SO_2021_10_26_Instance_1429	PMC4897523.nxml.gz_52	8359 8366	genetic	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1430	PMC4897523.nxml.gz_71	11148 11158;11159 11171	Nucleotide polymorphism	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1431	PMC4897523.nxml.gz_71	11203 11207	gene	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1432	PMC4897523.nxml.gz_72	11525 11529	gene	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1433	PMC4897523.nxml.gz_73	11548 11555	genetic	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1434	PMC4897523.nxml.gz_73	11594 11599	genes	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1435	PMC4897523.nxml.gz_73	11663 11667	gene	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1436	PMC4897523.nxml.gz_74	11728 11732	gene	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1437	PMC4897523.nxml.gz_107	16349 16353	gene	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1438	PMC4897523.nxml.gz_114	17241 17248	genetic	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1439	PMC4897523.nxml.gz_200	30472 30479	genetic	SO_crf_model_full_5cv_local_PMC4897523.nxml.gz
SO_2021_10_26_Instance_1441	PMC4954778.nxml.gz_5	998 1002	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1442	PMC4954778.nxml.gz_9	1859 1864	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1443	PMC4954778.nxml.gz_18	4130 4134	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1444	PMC4954778.nxml.gz_21	4871 4875	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1445	PMC4954778.nxml.gz_49	8415 8419	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1446	PMC4954778.nxml.gz_52	8701 8705	Gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1447	PMC4954778.nxml.gz_54	9157 9161	Gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1448	PMC4954778.nxml.gz_55	9306 9311	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1449	PMC4954778.nxml.gz_61	10968 10975	genomic	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1450	PMC4954778.nxml.gz_62	11317 11323	genome	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1451	PMC4954778.nxml.gz_66	11812 11816	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1452	PMC4954778.nxml.gz_72	12873 12877	Gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1453	PMC4954778.nxml.gz_76	13550 13555	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1454	PMC4954778.nxml.gz_80	14268 14272	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1455	PMC4954778.nxml.gz_86	15748 15753	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1456	PMC4954778.nxml.gz_87	16241 16246	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1457	PMC4954778.nxml.gz_88	16336 16341	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1458	PMC4954778.nxml.gz_97	18633 18638	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1459	PMC4954778.nxml.gz_107	20456 20461	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1460	PMC4954778.nxml.gz_109	20986 20990	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1461	PMC4954778.nxml.gz_111	21162 21167	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1462	PMC4954778.nxml.gz_111	21184 21189	genes	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1463	PMC4954778.nxml.gz_112	21491 21495	gene	SO_crf_model_full_5cv_local_PMC4954778.nxml.gz
SO_2021_10_26_Instance_1466	PMC4992225.nxml.gz_62	8345 8352	genetic	SO_crf_model_full_5cv_local_PMC4992225.nxml.gz
SO_2021_10_26_Instance_1468	PMC5030620.nxml.gz_6	1601 1607	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1469	PMC5030620.nxml.gz_7	1862 1869	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1470	PMC5030620.nxml.gz_10	2257 2261	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1471	PMC5030620.nxml.gz_11	2558 2562	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1472	PMC5030620.nxml.gz_12	2653 2659	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1473	PMC5030620.nxml.gz_14	3139 3146	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1474	PMC5030620.nxml.gz_21	5232 5236	gaps	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1475	PMC5030620.nxml.gz_21	5394 5401	forward	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1476	PMC5030620.nxml.gz_23	5832 5839	domains	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1477	PMC5030620.nxml.gz_25	6770 6774	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1478	PMC5030620.nxml.gz_28	7268 7274	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1479	PMC5030620.nxml.gz_29	7495 7501	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1480	PMC5030620.nxml.gz_29	7539 7549;7550 7558	regulatory elements	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1481	PMC5030620.nxml.gz_29	7567 7576	promoters	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1482	PMC5030620.nxml.gz_30	7691 7695	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1483	PMC5030620.nxml.gz_31	7834 7842	promoter	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1484	PMC5030620.nxml.gz_41	9527 9533;9534 9542	single stranded	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1485	PMC5030620.nxml.gz_41	9587 9593;9594 9602	single stranded	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1486	PMC5030620.nxml.gz_41	9663 9669;9670 9678	double stranded	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1487	PMC5030620.nxml.gz_42	9727 9733	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1488	PMC5030620.nxml.gz_43	9863 9870;9870 9871;9871 9877;9878 9883	protein - coding genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1489	PMC5030620.nxml.gz_44	9977 9983	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1490	PMC5030620.nxml.gz_46	10186 10193	genomes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1491	PMC5030620.nxml.gz_47	10373 10377	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1492	PMC5030620.nxml.gz_48	10526 10530	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1493	PMC5030620.nxml.gz_49	10759 10763	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1494	PMC5030620.nxml.gz_50	10876 10880	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1495	PMC5030620.nxml.gz_51	11212 11216	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1496	PMC5030620.nxml.gz_51	11290 11296	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1497	PMC5030620.nxml.gz_56	12809 12815	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1498	PMC5030620.nxml.gz_57	13027 13034	genomes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1499	PMC5030620.nxml.gz_57	13100 13105	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1500	PMC5030620.nxml.gz_59	13297 13302	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1501	PMC5030620.nxml.gz_68	14754 14760	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1502	PMC5030620.nxml.gz_70	15121 15127	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1503	PMC5030620.nxml.gz_72	15358 15364	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1504	PMC5030620.nxml.gz_73	15601 15607	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1505	PMC5030620.nxml.gz_73	15718 15724	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1506	PMC5030620.nxml.gz_74	15800 15806	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1507	PMC5030620.nxml.gz_75	16036 16043	genomic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1508	PMC5030620.nxml.gz_76	16251 16257	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1509	PMC5030620.nxml.gz_78	16588 16593	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1510	PMC5030620.nxml.gz_78	16690 16696	allele	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1511	PMC5030620.nxml.gz_78	16763 16767	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1512	PMC5030620.nxml.gz_79	16834 16839	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1513	PMC5030620.nxml.gz_80	17025 17030	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1514	PMC5030620.nxml.gz_80	17094 17099	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1515	PMC5030620.nxml.gz_82	17438 17444	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1516	PMC5030620.nxml.gz_82	17534 17540	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1517	PMC5030620.nxml.gz_85	17942 17947	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1518	PMC5030620.nxml.gz_85	18019 18024	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1519	PMC5030620.nxml.gz_87	18346 18352	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1520	PMC5030620.nxml.gz_88	18399 18406	genomic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1521	PMC5030620.nxml.gz_94	18926 18932	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1522	PMC5030620.nxml.gz_95	19135 19141	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1523	PMC5030620.nxml.gz_98	19638 19642	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1524	PMC5030620.nxml.gz_102	20114 20118	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1525	PMC5030620.nxml.gz_103	20446 20450	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1526	PMC5030620.nxml.gz_106	20824 20830	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1527	PMC5030620.nxml.gz_108	21117 21121	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1528	PMC5030620.nxml.gz_127	24856 24860	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1529	PMC5030620.nxml.gz_142	27762 27771	promoters	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1530	PMC5030620.nxml.gz_142	27776 27780	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1531	PMC5030620.nxml.gz_145	28374 28380	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1532	PMC5030620.nxml.gz_145	28420 28429	promoters	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1533	PMC5030620.nxml.gz_145	28447 28452	genes	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1534	PMC5030620.nxml.gz_171	35009 35013	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1535	PMC5030620.nxml.gz_208	41736 41740	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1536	PMC5030620.nxml.gz_277	53179 53185	genome	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1537	PMC5030620.nxml.gz_318	59454 59461	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1538	PMC5030620.nxml.gz_319	59517 59524	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1539	PMC5030620.nxml.gz_321	59915 59919	SNPs	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1540	PMC5030620.nxml.gz_322	60074 60078	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1541	PMC5030620.nxml.gz_322	60152 60159;60160 60165	binding sites	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1542	PMC5030620.nxml.gz_324	60433 60440	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1543	PMC5030620.nxml.gz_340	62455 62459	gene	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1544	PMC5030620.nxml.gz_365	67879 67886	forward	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1545	PMC5030620.nxml.gz_401	75800 75807	genetic	SO_crf_model_full_5cv_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_1548	PMC5187359.nxml.gz_4	1090 1094	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1549	PMC5187359.nxml.gz_6	1667 1671	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1550	PMC5187359.nxml.gz_28	6894 6898	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1551	PMC5187359.nxml.gz_33	8126 8130	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1552	PMC5187359.nxml.gz_101	18464 18471	primers	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1553	PMC5187359.nxml.gz_103	18590 18597	Primers	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1554	PMC5187359.nxml.gz_103	18634 18638	Gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1555	PMC5187359.nxml.gz_104	18745 18750	genes	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1556	PMC5187359.nxml.gz_105	18895 18899	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1557	PMC5187359.nxml.gz_111	19586 19590	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1558	PMC5187359.nxml.gz_185	32212 32216	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1559	PMC5187359.nxml.gz_189	33493 33497	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1560	PMC5187359.nxml.gz_189	33581 33585	Gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1561	PMC5187359.nxml.gz_190	34040 34044	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1562	PMC5187359.nxml.gz_193	34500 34504	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1563	PMC5187359.nxml.gz_194	34720 34724	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1564	PMC5187359.nxml.gz_195	34947 34951	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1565	PMC5187359.nxml.gz_196	35097 35101	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1566	PMC5187359.nxml.gz_197	35259 35263	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1567	PMC5187359.nxml.gz_197	35384 35388	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1568	PMC5187359.nxml.gz_199	35629 35633	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1569	PMC5187359.nxml.gz_199	35702 35706	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1570	PMC5187359.nxml.gz_200	35831 35835	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1571	PMC5187359.nxml.gz_200	35940 35944	Gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1572	PMC5187359.nxml.gz_201	36358 36362	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1573	PMC5187359.nxml.gz_204	36922 36926	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1574	PMC5187359.nxml.gz_205	37133 37137	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1575	PMC5187359.nxml.gz_206	37305 37309	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1576	PMC5187359.nxml.gz_207	37489 37493	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1577	PMC5187359.nxml.gz_208	37666 37670	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
