CL_EXT_2021_10_26_Instance_2	PMC1474522.nxml.gz_1	129 138	Müllerian	CL_EXT_biobert_model_local_PMC1474522.nxml.gz
CL_EXT_2021_10_26_Instance_618	PMC5658906.nxml.gz_109	23316 23320	EDCs	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_619	PMC5658906.nxml.gz_132	26515 26518	EDC	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_620	PMC5658906.nxml.gz_140	27678 27681	EDC	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_621	PMC5658906.nxml.gz_141	27804 27808	EDCs	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_622	PMC5658906.nxml.gz_149	29196 29200	EDCs	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_623	PMC5658906.nxml.gz_176	32185 32188	EDC	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_624	PMC5658906.nxml.gz_179	32788 32791	EDC	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_625	PMC5658906.nxml.gz_188	33911 33915	EDCs	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_626	PMC5658906.nxml.gz_188	33931 33934	EDC	CL_EXT_biobert_model_local_PMC5658906.nxml.gz
CL_EXT_2021_10_26_Instance_630	PMC5812027.nxml.gz_16	2437 2449	trophoblasts	CL_EXT_biobert_model_local_PMC5812027.nxml.gz
CL_EXT_2021_10_26_Instance_633	PMC6011374.nxml.gz_99	24661 24671;24672 24673;24673 24674;24674 24678	pancreatic β - cell	CL_EXT_biobert_model_local_PMC6011374.nxml.gz
CL_EXT_2021_10_26_Instance_635	PMC6022422.nxml.gz_13	2429 2442	Intercellular	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_636	PMC6022422.nxml.gz_16	2820 2821;2821 2822;2822 2826	B - cell	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_637	PMC6022422.nxml.gz_74	12777 12787;12788 12793;12794 12799	pancreatic islet cells	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_638	PMC6022422.nxml.gz_77	13058 13066	cellular	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_639	PMC6022422.nxml.gz_77	13117 13121	cell	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_640	PMC6022422.nxml.gz_80	13724 13728;13729 13734	stem cells	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_641	PMC6022422.nxml.gz_81	13776 13780	cell	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_642	PMC6022422.nxml.gz_81	13850 13860	fibroblast	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_643	PMC6022422.nxml.gz_81	13880 13890	osteoblast	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_644	PMC6022422.nxml.gz_83	14114 14123	osteocyte	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_645	PMC6022422.nxml.gz_84	14172 14181	osteocyte	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_646	PMC6022422.nxml.gz_86	14340 14347	neurons	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_647	PMC6022422.nxml.gz_88	14618 14626	neuronal	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_648	PMC6022422.nxml.gz_89	14823 14828	cells	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_649	PMC6022422.nxml.gz_90	15029 15036	neurons	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_650	PMC6022422.nxml.gz_93	15299 15311;15317 15324	hypothalamic ... neurons	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_651	PMC6022422.nxml.gz_94	15496 15503;15504 15514;15515 15520	mammary epithelial cells	CL_EXT_biobert_model_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_654	PMC6033232.nxml.gz_155	30533 30542	microbial	CL_EXT_biobert_model_local_PMC6033232.nxml.gz
CL_EXT_2021_10_26_Instance_655	PMC6033232.nxml.gz_184	35069 35073	cell	CL_EXT_biobert_model_local_PMC6033232.nxml.gz
CL_EXT_2021_10_26_Instance_657	PMC6039335.nxml.gz_16	2498 2504;2505 2510	muscle fibre	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_658	PMC6039335.nxml.gz_17	2584 2594	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_659	PMC6039335.nxml.gz_22	3526 3532	muscle ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_660	PMC6039335.nxml.gz_22	3537 3540;3541 3545	fat cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_661	PMC6039335.nxml.gz_25	4221 4227;4228 4234	muscle fibres	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_662	PMC6039335.nxml.gz_25	4269 4272;4273 4278	fat cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_663	PMC6039335.nxml.gz_25	4301 4314	extracellular	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_664	PMC6039335.nxml.gz_25	4341 4345	cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_665	PMC6039335.nxml.gz_25	4362 4371;4372 4377	satellite cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_666	PMC6039335.nxml.gz_25	4379 4385;4386 4391	immune cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_667	PMC6039335.nxml.gz_26	4424 4430	muscle ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_668	PMC6039335.nxml.gz_26	4434 4437;4438 4443	fat cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_669	PMC6039335.nxml.gz_27	4493 4499	Muscle ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_670	PMC6039335.nxml.gz_27	4504 4507;4508 4512	fat cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_671	PMC6039335.nxml.gz_27	4591 4595	cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_672	PMC6039335.nxml.gz_27	4633 4637	cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_673	PMC6039335.nxml.gz_28	4720 4726	muscle ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_674	PMC6039335.nxml.gz_28	4731 4734;4735 4739	fat cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_675	PMC6039335.nxml.gz_29	4839 4845	Muscle ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_676	PMC6039335.nxml.gz_29	4850 4853;4854 4858	fat cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_677	PMC6039335.nxml.gz_29	4900 4906;4907 4911	muscle cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_678	PMC6039335.nxml.gz_29	4941 4944;4945 4949	fat cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_679	PMC6039335.nxml.gz_31	5206 5214	myogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_680	PMC6039335.nxml.gz_31	5216 5226	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_681	PMC6039335.nxml.gz_31	5232 5242;5243 5248	fibrogenic cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_682	PMC6039335.nxml.gz_31	5273 5284;5296 5301	mesenchymal ... cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_683	PMC6039335.nxml.gz_32	5331 5342;5343 5347;5348 5353	mesenchymal stem cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_684	PMC6039335.nxml.gz_32	5381 5389	myogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_685	PMC6039335.nxml.gz_32	5394 5404	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_686	PMC6039335.nxml.gz_32	5405 5415;5416 5420	fibrogenic cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_687	PMC6039335.nxml.gz_33	5474 5482;5483 5493;5494 5499	myogenic progenitor cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_688	PMC6039335.nxml.gz_33	5521 5527;5528 5534	muscle fibres	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_689	PMC6039335.nxml.gz_33	5539 5548;5549 5554	satellite cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_690	PMC6039335.nxml.gz_33	5562 5572	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_691	PMC6039335.nxml.gz_33	5573 5583;5595 5600	fibrogenic ... cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_692	PMC6039335.nxml.gz_33	5670 5680	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_693	PMC6039335.nxml.gz_33	5682 5693	fibroblasts	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_694	PMC6039335.nxml.gz_33	5708 5718	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_695	PMC6039335.nxml.gz_33	5719 5729;5741 5746	fibrogenic ... cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_696	PMC6039335.nxml.gz_34	5815 5826;5827 5831;5832 5837	mesenchymal stem cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_697	PMC6039335.nxml.gz_35	5978 5989;5990 5994;5995 6000	mesenchymal stem cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_698	PMC6039335.nxml.gz_35	6004 6017	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_699	PMC6039335.nxml.gz_35	6054 6067	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_700	PMC6039335.nxml.gz_35	6092 6105	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_701	PMC6039335.nxml.gz_35	6118 6128	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_702	PMC6039335.nxml.gz_37	6230 6240;6241 6246	adipogenic cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_703	PMC6039335.nxml.gz_38	6354 6364	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_704	PMC6039335.nxml.gz_38	6392 6402	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_705	PMC6039335.nxml.gz_38	6403 6413;6425 6430	fibrogenic ... cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_706	PMC6039335.nxml.gz_39	6464 6473	adipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_707	PMC6039335.nxml.gz_40	6591 6594;6595 6600	fat cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_708	PMC6039335.nxml.gz_42	6914 6917;6918 6923	fat cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_709	PMC6039335.nxml.gz_43	6987 6997	adipogenic ...	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_710	PMC6039335.nxml.gz_43	6998 7008;7020 7025	fibrogenic ... cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_711	PMC6039335.nxml.gz_43	7055 7062;7063 7071;7072 7077	stromal vascular cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_712	PMC6039335.nxml.gz_43	7128 7141	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_713	PMC6039335.nxml.gz_43	7146 7156	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_714	PMC6039335.nxml.gz_44	7275 7285	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_715	PMC6039335.nxml.gz_47	7720 7733	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_716	PMC6039335.nxml.gz_48	7762 7775	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_717	PMC6039335.nxml.gz_49	7942 7955	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_718	PMC6039335.nxml.gz_49	8108 8121	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_721	PMC6039335.nxml.gz_51	8305 8315	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_722	PMC6039335.nxml.gz_52	8440 8450	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_723	PMC6039335.nxml.gz_52	8514 8524	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_724	PMC6039335.nxml.gz_53	8625 8635	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_725	PMC6039335.nxml.gz_88	15011 15020	adipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_726	PMC6039335.nxml.gz_106	17937 17944;17944 17945;17945 17949	somatic - cell	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_727	PMC6039335.nxml.gz_183	28344 28357	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_728	PMC6039335.nxml.gz_183	28379 28392	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_729	PMC6039335.nxml.gz_240	37799 37811	preadipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_730	PMC6039335.nxml.gz_253	39926 39935	adipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_731	PMC6039335.nxml.gz_254	40061 40074	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_732	PMC6039335.nxml.gz_266	42203 42213	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_733	PMC6039335.nxml.gz_270	43015 43024	adipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_734	PMC6039335.nxml.gz_277	44064 44076	preadipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_735	PMC6039335.nxml.gz_277	44157 44162	cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_736	PMC6039335.nxml.gz_285	45122 45134	preadipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_737	PMC6039335.nxml.gz_290	45622 45634	preadipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_738	PMC6039335.nxml.gz_290	45652 45657	cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_739	PMC6039335.nxml.gz_290	45723 45736	preadipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_740	PMC6039335.nxml.gz_297	46858 46863	cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_741	PMC6039335.nxml.gz_297	46881 46887;46888 46893	muscle cells	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_742	PMC6039335.nxml.gz_297	46895 46906	fibroblasts	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_743	PMC6039335.nxml.gz_297	46911 46921	adipocytes	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_744	PMC6039335.nxml.gz_302	47515 47524	Adipocyte	CL_EXT_biobert_model_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_747	PMC6056931.nxml.gz_192	31634 31637;31638 31643;31644 31649	red blood cells	CL_EXT_biobert_model_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_748	PMC6056931.nxml.gz_209	33949 33952;33953 33958;33959 33963	red blood cell	CL_EXT_biobert_model_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_749	PMC6056931.nxml.gz_215	34649 34657	neuronal	CL_EXT_biobert_model_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_751	PMC1247630.nxml.gz_3	303 316	lymphoblastic	CL_EXT_crf_model_full_5cv_local_PMC1247630.nxml.gz
CL_EXT_2021_10_26_Instance_755	PMC1626394.nxml.gz_1	156 160	iron	CL_EXT_crf_model_full_5cv_local_PMC1626394.nxml.gz
CL_EXT_2021_10_26_Instance_756	PMC1626394.nxml.gz_2	305 310	cells	CL_EXT_crf_model_full_5cv_local_PMC1626394.nxml.gz
CL_EXT_2021_10_26_Instance_757	PMC1626394.nxml.gz_3	454 462;463 467	Maternal iron	CL_EXT_crf_model_full_5cv_local_PMC1626394.nxml.gz
CL_EXT_2021_10_26_Instance_758	PMC1626394.nxml.gz_19	2809 2814	cells	CL_EXT_crf_model_full_5cv_local_PMC1626394.nxml.gz
CL_EXT_2021_10_26_Instance_761	PMC2265032.nxml.gz_4	689 702	intracellular	CL_EXT_crf_model_full_5cv_local_PMC2265032.nxml.gz
CL_EXT_2021_10_26_Instance_762	PMC2265032.nxml.gz_4	738 742	cell	CL_EXT_crf_model_full_5cv_local_PMC2265032.nxml.gz
CL_EXT_2021_10_26_Instance_763	PMC2265032.nxml.gz_25	4366 4370	cell	CL_EXT_crf_model_full_5cv_local_PMC2265032.nxml.gz
CL_EXT_2021_10_26_Instance_764	PMC2265032.nxml.gz_25	4402 4406	cell	CL_EXT_crf_model_full_5cv_local_PMC2265032.nxml.gz
CL_EXT_2021_10_26_Instance_766	PMC2396486.nxml.gz_16	2714 2722	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_767	PMC2396486.nxml.gz_16	2885 2890;2891 2895	glial cell	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_768	PMC2396486.nxml.gz_91	14256 14264	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_769	PMC2396486.nxml.gz_91	16453 16461	Cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_770	PMC2396486.nxml.gz_91	16472 16480	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_771	PMC2396486.nxml.gz_91	16508 16512	cell	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_772	PMC2396486.nxml.gz_98	17705 17717	interneurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_773	PMC2396486.nxml.gz_100	17969 17977	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_774	PMC2396486.nxml.gz_100	18065 18072	neurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_775	PMC2396486.nxml.gz_101	18189 18194	cells	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_776	PMC2396486.nxml.gz_101	18213 18226	intracellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_777	PMC2396486.nxml.gz_101	18279 18283	cell	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_778	PMC2396486.nxml.gz_102	18538 18546	neuronal	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_779	PMC2396486.nxml.gz_103	18831 18838	neurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_780	PMC2396486.nxml.gz_104	19009 19021;19022 19029	dopaminergic neurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_781	PMC2396486.nxml.gz_108	19403 19411	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_782	PMC2396486.nxml.gz_111	20062 20067	cells	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_783	PMC2396486.nxml.gz_113	20225 20232	neurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_784	PMC2396486.nxml.gz_113	20345 20350	cells	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_785	PMC2396486.nxml.gz_114	20383 20395;20396 20401	dopaminergic cells	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_786	PMC2396486.nxml.gz_122	22136 22143	neurons	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_787	PMC2396486.nxml.gz_123	22254 22262	cellular	CL_EXT_crf_model_full_5cv_local_PMC2396486.nxml.gz
CL_EXT_2021_10_26_Instance_789	PMC2516588.nxml.gz_12	1736 1741	sperm	CL_EXT_crf_model_full_5cv_local_PMC2516588.nxml.gz
CL_EXT_2021_10_26_Instance_790	PMC2516588.nxml.gz_12	1754 1759	sperm	CL_EXT_crf_model_full_5cv_local_PMC2516588.nxml.gz
CL_EXT_2021_10_26_Instance_792	PMC2672462.nxml.gz_122	23683 23688	cells	CL_EXT_crf_model_full_5cv_local_PMC2672462.nxml.gz
CL_EXT_2021_10_26_Instance_793	PMC2672462.nxml.gz_122	23804 23808	cell	CL_EXT_crf_model_full_5cv_local_PMC2672462.nxml.gz
CL_EXT_2021_10_26_Instance_794	PMC2672462.nxml.gz_122	23924 23929	cells	CL_EXT_crf_model_full_5cv_local_PMC2672462.nxml.gz
CL_EXT_2021_10_26_Instance_795	PMC2672462.nxml.gz_124	24255 24259	cell	CL_EXT_crf_model_full_5cv_local_PMC2672462.nxml.gz
CL_EXT_2021_10_26_Instance_798	PMC2722583.nxml.gz_3	805 808;809 813	Red cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_799	PMC2722583.nxml.gz_3	834 845	erythrocyte	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_800	PMC2722583.nxml.gz_59	9387 9392;9393 9398;9399 9403	white blood cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_801	PMC2722583.nxml.gz_59	9416 9420	cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_802	PMC2722583.nxml.gz_59	9440 9444	cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_803	PMC2722583.nxml.gz_59	9464 9476	reticulocyte	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_804	PMC2722583.nxml.gz_60	9721 9732	erythrocyte	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_805	PMC2722583.nxml.gz_63	10094 10098	Cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_806	PMC2722583.nxml.gz_63	10216 10220	Cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_807	PMC2722583.nxml.gz_79	11978 11983;11984 11988	white cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_808	PMC2722583.nxml.gz_87	13176 13188	reticulocyte	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_809	PMC2722583.nxml.gz_98	14421 14424;14425 14429	red cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_810	PMC2722583.nxml.gz_100	14829 14841	reticulocyte	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_811	PMC2722583.nxml.gz_100	14871 14874;14875 14879	red cell	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_812	PMC2722583.nxml.gz_105	15533 15545	erythrocytes	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_813	PMC2722583.nxml.gz_117	17764 17768	Iron	CL_EXT_crf_model_full_5cv_local_PMC2722583.nxml.gz
CL_EXT_2021_10_26_Instance_815	PMC2727050.nxml.gz_143	28316 28320	cell	CL_EXT_crf_model_full_5cv_local_PMC2727050.nxml.gz
